"rank","product_name","total_revenue"
"1868","Product_1040","344208.66"
"1869","Product_603","344178.39"
"1870","Product_1452","344044.32"
"1871","Product_38","343788.94"
"1872","Product_498","343643.11"
"1873","Product_951","343400.82"
"1874","Product_620","343275.88"
"1875","Product_146","342824.89"
"1876","Product_776","342558.37"
"1877","Product_277","342496.82"
"1878","Product_1396","342331.89"
"1879","Product_1679","342155.55"
"1880","Product_558","341957.09"
"1881","Product_129","341805.68"
"1882","Product_317","341793.04"
"1883","Product_1378","341780.66"
"1884","Product_647","341626.43"
"1885","Product_1488","341503.78"
"1886","Product_559","341497.05"
"1887","Product_1956","341424.36"
"1888","Product_683","341146.65"
"1889","Product_1255","340863.24"
"1890","Product_1084","340673.76"
"1891","Product_948","340302.41"
"1892","Product_768","340218.52"
"1893","Product_1165","339480.72"
"1894","Product_1062","339293.71"
"1895","Product_1752","338747.70"
"1896","Product_159","338740.04"
"1897","Product_1280","338695.35"
"1898","Product_261","338665.75"
"1899","Product_103","338547.74"
"1900","Product_1338","338435.96"
"1901","Product_23","338323.33"
"1902","Product_1706","338167.86"
"1903","Product_102","337476.26"
"1904","Product_230","337119.88"
"1905","Product_846","336869.94"
"1906","Product_1404","336422.71"
"1907","Product_560","336141.01"
"1908","Product_1722","336139.84"
"1909","Product_673","336029.47"
"1910","Product_1590","335445.27"
"1911","Product_1747","335372.38"
"1912","Product_519","335256.61"
"1913","Product_931","335141.78"
"1914","Product_820","334839.17"
"1915","Product_1508","334570.60"
"1916","Product_1144","333898.20"
"1917","Product_54","333785.25"
"1918","Product_977","333768.79"
"1919","Product_1124","333695.72"
"1920","Product_1847","333271.74"
"1921","Product_56","332989.43"
"1922","Product_64","332909.96"
"1923","Product_1520","332748.06"
"1924","Product_940","332544.16"
"1925","Product_1601","332377.90"
"1926","Product_542","332354.60"
"1927","Product_808","332231.25"
"1928","Product_501","332226.59"
"1929","Product_1869","331394.03"
"1930","Product_1645","330972.12"
"1931","Product_1432","330940.00"
"1932","Product_986","329927.23"
"1933","Product_398","329925.99"
"1934","Product_1796","329707.42"
"1935","Product_184","329493.71"
"1936","Product_1271","329196.35"
"1937","Product_697","328245.63"
"1938","Product_310","328005.94"
"1939","Product_912","327807.11"
"1940","Product_1955","327536.59"
"1941","Product_1779","327426.60"
"1942","Product_1083","326741.46"
"1943","Product_1035","326121.66"
"1944","Product_787","325474.98"
"1945","Product_666","325376.42"
"1946","Product_919","325021.62"
"1947","Product_789","324498.99"
"1948","Product_1152","324180.12"
"1949","Product_540","324179.95"
"1950","Product_416","324148.56"
"1951","Product_726","323763.70"
"1952","Product_18","323630.85"
"1953","Product_1321","323568.47"
"1954","Product_1411","323446.47"
"1955","Product_1502","323337.37"
"1956","Product_1995","323151.74"
"1957","Product_915","323128.74"
"1958","Product_1061","322808.18"
"1959","Product_1329","322618.98"
"1960","Product_887","322405.09"
"1961","Product_253","322046.51"
"1962","Product_459","322026.62"
"1963","Product_1816","321596.87"
"1964","Product_1604","320723.46"
"1965","Product_1620","320010.09"
"1966","Product_1132","318407.48"
"1967","Product_772","318082.63"
"1968","Product_1907","317362.39"
"1969","Product_520","317289.22"
"1970","Product_1073","316877.93"
"1971","Product_1393","316709.76"
"1972","Product_1576","315684.59"
"1973","Product_1237","314621.91"
"1974","Product_752","314224.19"
"1975","Product_1692","313866.45"
"1976","Product_113","311475.58"
"1977","Product_790","310807.35"
"1978","Product_1550","310460.67"
"1979","Product_1064","309781.41"
"1980","Product_248","309511.74"
"1981","Product_657","309064.51"
"1982","Product_730","308251.63"
"1983","Product_1320","307974.73"
"1984","Product_348","304195.12"
"1985","Product_1139","304113.20"
"1986","Product_816","302772.39"
"1987","Product_365","302246.22"
"1988","Product_179","301688.91"
"1989","Product_1688","300355.43"
"1990","Product_44","300159.08"
"1991","Product_339","299673.23"
"1992","Product_1720","299610.62"
"1993","Product_1795","298965.37"
"1994","Product_1334","298663.05"
"1995","Product_1367","297465.55"
"1996","Product_1636","289810.14"
"1997","Product_1602","288328.80"
"1998","Product_389","275777.60"
"1999","Product_210","274496.11"
"2000","Product_31","250703.18"
