"rank","customer_name","total_revenue"
"5130","Customer 2468","77494.30"
"5131","Customer 1955","77473.31"
"5132","Customer 9388","77470.76"
"5133","Customer 8347","77456.06"
"5134","Customer 1188","77454.50"
"5135","Customer 6112","77451.85"
"5136","Customer 6174","77440.11"
"5137","Customer 8508","77436.14"
"5138","Customer 1376","77430.77"
"5139","Customer 3325","77425.30"
"5140","Customer 9285","77425.22"
"5141","Customer 4824","77423.62"
"5142","Customer 5358","77416.05"
"5143","Customer 381","77414.45"
"5144","Customer 8279","77352.84"
"5145","Customer 1447","77352.31"
"5146","Customer 4828","77349.63"
"5147","Customer 2438","77347.49"
"5148","Customer 5781","77343.76"
"5149","Customer 333","77343.17"
"5150","Customer 5048","77339.25"
"5151","Customer 8739","77329.42"
"5152","Customer 8004","77324.01"
"5153","Customer 2930","77320.99"
"5154","Customer 9066","77318.19"
"5155","Customer 5402","77307.75"
"5156","Customer 799","77299.24"
"5157","Customer 5094","77292.26"
"5158","Customer 7828","77289.26"
"5159","Customer 3405","77274.27"
"5160","Customer 1860","77269.62"
"5161","Customer 8367","77268.27"
"5162","Customer 2280","77261.93"
"5163","Customer 4129","77251.56"
"5164","Customer 7160","77250.78"
"5165","Customer 4736","77245.16"
"5166","Customer 2461","77244.27"
"5167","Customer 1109","77234.78"
"5168","Customer 465","77231.97"
"5169","Customer 3918","77225.84"
"5170","Customer 6428","77221.07"
"5171","Customer 6981","77220.85"
"5172","Customer 7640","77211.20"
"5173","Customer 9796","77208.27"
"5174","Customer 9224","77188.00"
"5175","Customer 5334","77172.66"
"5176","Customer 8270","77168.43"
"5177","Customer 8959","77168.19"
"5178","Customer 6491","77156.76"
"5179","Customer 9479","77149.07"
"5180","Customer 2075","77145.71"
"5181","Customer 7829","77144.19"
"5182","Customer 8659","77137.66"
"5183","Customer 7660","77134.21"
"5184","Customer 5338","77112.09"
"5185","Customer 6710","77105.79"
"5186","Customer 1075","77069.99"
"5187","Customer 6062","77067.12"
"5188","Customer 3707","77053.72"
"5189","Customer 92","77050.80"
"5190","Customer 2667","77034.87"
"5191","Customer 217","77033.30"
"5192","Customer 9434","77029.48"
"5193","Customer 1610","77027.48"
"5194","Customer 6887","77023.70"
"5195","Customer 3355","77003.90"
"5196","Customer 5732","77001.97"
"5197","Customer 2739","76993.42"
"5198","Customer 7763","76987.87"
"5199","Customer 4318","76969.02"
"5200","Customer 7331","76962.70"
"5201","Customer 2753","76948.98"
"5202","Customer 5624","76925.49"
"5203","Customer 6842","76910.66"
"5204","Customer 7170","76909.82"
"5205","Customer 7755","76902.59"
"5206","Customer 901","76896.45"
"5207","Customer 257","76896.20"
"5208","Customer 7906","76895.46"
"5209","Customer 6953","76884.79"
"5210","Customer 9405","76879.10"
"5211","Customer 6615","76877.65"
"5212","Customer 6251","76873.63"
"5213","Customer 5905","76872.77"
"5214","Customer 8677","76843.82"
"5215","Customer 8834","76837.95"
"5216","Customer 2228","76837.05"
"5217","Customer 3490","76830.58"
"5218","Customer 1060","76826.39"
"5219","Customer 3636","76809.45"
"5220","Customer 4184","76798.92"
"5221","Customer 3099","76786.38"
"5222","Customer 3562","76786.19"
"5223","Customer 9933","76783.25"
"5224","Customer 3148","76769.58"
"5225","Customer 3254","76769.00"
"5226","Customer 9509","76762.82"
"5227","Customer 4788","76757.82"
"5228","Customer 1826","76715.85"
"5229","Customer 2547","76715.72"
"5230","Customer 8477","76710.15"
"5231","Customer 4167","76687.82"
"5232","Customer 7964","76681.38"
"5233","Customer 2729","76679.50"
"5234","Customer 1368","76658.37"
"5235","Customer 7589","76658.29"
"5236","Customer 7284","76650.61"
"5237","Customer 4402","76648.43"
"5238","Customer 5134","76647.55"
"5239","Customer 1305","76647.13"
"5240","Customer 8907","76639.26"
"5241","Customer 1127","76628.46"
"5242","Customer 4047","76619.61"
"5243","Customer 3844","76614.80"
"5244","Customer 1657","76604.21"
"5245","Customer 9843","76588.30"
"5246","Customer 7425","76579.51"
"5247","Customer 8003","76577.36"
"5248","Customer 6857","76573.51"
"5249","Customer 6468","76561.52"
"5250","Customer 6514","76554.26"
"5251","Customer 6108","76524.11"
"5252","Customer 1134","76521.10"
"5253","Customer 8155","76520.99"
"5254","Customer 3162","76517.47"
"5255","Customer 2805","76506.69"
"5256","Customer 1286","76493.97"
"5257","Customer 5291","76477.62"
"5258","Customer 1093","76466.91"
"5259","Customer 9854","76466.46"
"5260","Customer 3086","76463.28"
"5261","Customer 3817","76454.14"
"5262","Customer 2131","76422.54"
"5263","Customer 9550","76412.22"
"5264","Customer 5970","76411.46"
"5265","Customer 9868","76406.63"
"5266","Customer 9147","76402.39"
"5267","Customer 693","76400.74"
"5268","Customer 8733","76383.84"
"5269","Customer 5906","76379.66"
"5270","Customer 3410","76378.93"
"5271","Customer 3071","76377.85"
"5272","Customer 3473","76353.48"
"5273","Customer 312","76331.99"
"5274","Customer 6003","76327.94"
"5275","Customer 2867","76327.60"
"5276","Customer 7628","76327.15"
"5277","Customer 8350","76312.44"
"5278","Customer 6016","76302.33"
"5279","Customer 1735","76296.13"
"5280","Customer 265","76295.46"
"5281","Customer 2364","76259.25"
"5282","Customer 4551","76250.21"
"5283","Customer 1523","76242.83"
"5284","Customer 6627","76227.99"
"5285","Customer 1675","76209.44"
"5286","Customer 3416","76205.46"
"5287","Customer 6167","76205.39"
"5288","Customer 9144","76192.58"
"5289","Customer 3729","76191.94"
"5290","Customer 71","76189.24"
"5291","Customer 5057","76186.64"
"5292","Customer 8424","76183.06"
"5293","Customer 7437","76182.89"
"5294","Customer 8800","76178.09"
"5295","Customer 918","76176.44"
"5296","Customer 5604","76174.27"
"5297","Customer 5017","76171.20"
"5298","Customer 8937","76158.63"
"5299","Customer 4896","76148.82"
"5300","Customer 1811","76146.07"
"5301","Customer 356","76144.54"
"5302","Customer 5733","76143.17"
"5303","Customer 8233","76142.86"
"5304","Customer 9314","76140.37"
"5305","Customer 9859","76133.29"
"5306","Customer 8062","76122.32"
"5307","Customer 3175","76120.74"
"5308","Customer 9715","76117.32"
"5309","Customer 6150","76113.40"
"5310","Customer 7752","76110.81"
"5311","Customer 9231","76109.17"
"5312","Customer 5633","76096.35"
"5313","Customer 8738","76092.47"
"5314","Customer 6866","76092.34"
"5315","Customer 6222","76092.19"
"5316","Customer 4734","76086.05"
"5317","Customer 9999","76076.95"
"5318","Customer 9354","76072.74"
"5319","Customer 5511","76069.40"
"5320","Customer 1118","76068.17"
"5321","Customer 9115","76064.10"
"5322","Customer 7085","76062.29"
"5323","Customer 3045","76056.10"
"5324","Customer 9254","76034.35"
"5325","Customer 2882","76010.81"
"5326","Customer 3344","76008.57"
"5327","Customer 2675","75994.32"
"5328","Customer 98","75989.40"
"5329","Customer 7730","75985.51"
"5330","Customer 9679","75972.52"
"5331","Customer 9928","75971.58"
"5332","Customer 5354","75961.44"
"5333","Customer 584","75958.34"
"5334","Customer 554","75958.11"
"5335","Customer 3143","75955.79"
"5336","Customer 1089","75925.67"
"5337","Customer 8046","75923.85"
"5338","Customer 3421","75922.94"
"5339","Customer 6415","75910.77"
"5340","Customer 5319","75909.09"
"5341","Customer 4855","75908.03"
"5342","Customer 7081","75906.53"
"5343","Customer 6772","75896.93"
"5344","Customer 7164","75894.40"
"5345","Customer 783","75870.90"
"5346","Customer 989","75870.31"
"5347","Customer 7276","75862.69"
"5348","Customer 245","75859.00"
"5349","Customer 8344","75850.69"
"5350","Customer 3532","75843.88"
"5351","Customer 8685","75832.75"
"5352","Customer 2119","75824.22"
"5353","Customer 2681","75798.06"
"5354","Customer 1024","75795.44"
"5355","Customer 5726","75794.57"
"5356","Customer 9397","75790.81"
"5357","Customer 9406","75787.37"
"5358","Customer 2310","75772.45"
"5359","Customer 2132","75770.99"
"5360","Customer 6862","75760.09"
"5361","Customer 9849","75757.55"
"5362","Customer 449","75750.24"
"5363","Customer 6848","75735.58"
"5364","Customer 9851","75721.20"
"5365","Customer 9866","75689.58"
"5366","Customer 8106","75685.65"
"5367","Customer 4324","75669.44"
"5368","Customer 3738","75667.68"
"5369","Customer 132","75667.26"
"5370","Customer 8785","75666.32"
"5371","Customer 5093","75660.24"
"5372","Customer 9781","75651.34"
"5373","Customer 3766","75630.00"
"5374","Customer 5200","75614.30"
"5375","Customer 2581","75602.99"
"5376","Customer 921","75593.71"
"5377","Customer 3409","75591.15"
"5378","Customer 6262","75584.31"
"5379","Customer 1763","75582.77"
"5380","Customer 5816","75562.48"
"5381","Customer 9862","75557.64"
"5382","Customer 87","75550.11"
"5383","Customer 7184","75549.37"
"5384","Customer 3330","75546.36"
"5385","Customer 9004","75538.65"
"5386","Customer 8276","75535.39"
"5387","Customer 2783","75534.46"
"5388","Customer 9691","75531.10"
"5389","Customer 7018","75529.34"
"5390","Customer 6811","75526.74"
"5391","Customer 4766","75518.44"
"5392","Customer 4794","75510.25"
"5393","Customer 1190","75508.51"
"5394","Customer 3118","75491.89"
"5395","Customer 7242","75486.88"
"5396","Customer 2086","75485.49"
"5397","Customer 3867","75482.19"
"5398","Customer 9830","75474.54"
"5399","Customer 6351","75453.37"
"5400","Customer 4903","75449.99"
"5401","Customer 3190","75445.42"
"5402","Customer 956","75439.68"
"5403","Customer 2640","75435.09"
"5404","Customer 144","75418.03"
"5405","Customer 8698","75412.89"
"5406","Customer 9966","75412.64"
"5407","Customer 5962","75410.61"
"5408","Customer 2969","75410.06"
"5409","Customer 2101","75402.59"
"5410","Customer 2236","75395.26"
"5411","Customer 4411","75388.62"
"5412","Customer 9311","75374.72"
"5413","Customer 4206","75374.64"
"5414","Customer 8727","75371.62"
"5415","Customer 1959","75366.75"
"5416","Customer 483","75358.49"
"5417","Customer 6652","75355.50"
"5418","Customer 1999","75351.02"
"5419","Customer 2284","75347.69"
"5420","Customer 536","75343.22"
"5421","Customer 5951","75337.09"
"5422","Customer 9136","75335.02"
"5423","Customer 614","75326.31"
"5424","Customer 1911","75323.45"
"5425","Customer 790","75295.23"
"5426","Customer 1814","75288.02"
"5427","Customer 9871","75286.97"
"5428","Customer 523","75280.69"
"5429","Customer 4857","75273.87"
"5430","Customer 3852","75273.12"
"5431","Customer 6983","75270.08"
"5432","Customer 9009","75266.27"
"5433","Customer 105","75263.60"
"5434","Customer 2345","75262.39"
"5435","Customer 5401","75226.52"
"5436","Customer 5368","75209.72"
"5437","Customer 5311","75206.63"
"5438","Customer 4926","75197.45"
"5439","Customer 8695","75180.39"
"5440","Customer 3034","75176.26"
"5441","Customer 1628","75163.45"
"5442","Customer 9219","75144.71"
"5443","Customer 223","75144.58"
"5444","Customer 7304","75135.11"
"5445","Customer 155","75130.88"
"5446","Customer 738","75125.29"
"5447","Customer 1520","75121.47"
"5448","Customer 5120","75109.43"
"5449","Customer 4884","75106.14"
"5450","Customer 6951","75103.86"
"5451","Customer 9546","75097.22"
"5452","Customer 9948","75091.42"
"5453","Customer 8680","75071.80"
"5454","Customer 5677","75066.81"
"5455","Customer 2484","75051.66"
"5456","Customer 1145","75050.50"
"5457","Customer 9806","75049.95"
"5458","Customer 3102","75049.20"
"5459","Customer 2622","75046.22"
"5460","Customer 9006","75045.71"
"5461","Customer 4316","75042.83"
"5462","Customer 5533","75041.98"
"5463","Customer 4664","75031.97"
"5464","Customer 7458","75030.06"
"5465","Customer 5620","75026.40"
"5466","Customer 2538","75021.78"
"5467","Customer 3676","75021.33"
"5468","Customer 4514","75020.86"
"5469","Customer 972","75017.63"
"5470","Customer 2679","75009.12"
"5471","Customer 3348","74979.02"
"5472","Customer 9883","74974.68"
"5473","Customer 6753","74968.58"
"5474","Customer 704","74966.22"
"5475","Customer 8286","74960.94"
"5476","Customer 2392","74946.01"
"5477","Customer 3345","74917.90"
"5478","Customer 2924","74904.27"
"5479","Customer 7126","74902.77"
"5480","Customer 4115","74897.94"
"5481","Customer 7896","74895.89"
"5482","Customer 274","74893.07"
"5483","Customer 323","74890.11"
"5484","Customer 6794","74873.58"
"5485","Customer 4257","74873.02"
"5486","Customer 2908","74865.86"
"5487","Customer 1972","74861.73"
"5488","Customer 6837","74852.87"
"5489","Customer 833","74843.50"
"5490","Customer 1297","74840.54"
"5491","Customer 5884","74837.27"
"5492","Customer 2849","74822.97"
"5493","Customer 8670","74821.24"
"5494","Customer 6427","74820.25"
"5495","Customer 8040","74808.20"
"5496","Customer 6","74803.16"
"5497","Customer 2691","74799.11"
"5498","Customer 7065","74798.46"
"5499","Customer 481","74784.47"
"5500","Customer 4978","74777.65"
"5501","Customer 9643","74767.51"
"5502","Customer 9166","74762.35"
"5503","Customer 9798","74756.94"
"5504","Customer 861","74746.82"
"5505","Customer 6440","74730.82"
"5506","Customer 7547","74729.99"
"5507","Customer 8547","74729.66"
"5508","Customer 8840","74727.50"
"5509","Customer 605","74725.24"
"5510","Customer 342","74697.75"
"5511","Customer 4626","74687.64"
"5512","Customer 7817","74674.18"
"5513","Customer 376","74672.58"
"5514","Customer 9412","74663.08"
"5515","Customer 7511","74656.17"
"5516","Customer 715","74637.72"
"5517","Customer 5102","74625.63"
"5518","Customer 8667","74625.37"
"5519","Customer 1120","74619.14"
"5520","Customer 6395","74594.48"
"5521","Customer 3424","74590.69"
"5522","Customer 9389","74584.60"
"5523","Customer 847","74582.20"
"5524","Customer 6115","74565.58"
"5525","Customer 2272","74557.02"
"5526","Customer 4275","74556.84"
"5527","Customer 445","74550.48"
"5528","Customer 4174","74548.01"
"5529","Customer 5404","74527.59"
"5530","Customer 2920","74520.22"
"5531","Customer 6007","74517.26"
"5532","Customer 3936","74515.86"
"5533","Customer 3596","74511.04"
"5534","Customer 8375","74487.59"
"5535","Customer 5158","74479.77"
"5536","Customer 4902","74476.99"
"5537","Customer 1642","74465.00"
"5538","Customer 4531","74463.13"
"5539","Customer 1164","74462.76"
"5540","Customer 4836","74440.98"
"5541","Customer 7879","74436.35"
"5542","Customer 1397","74417.03"
"5543","Customer 2880","74410.37"
"5544","Customer 6891","74405.51"
"5545","Customer 6289","74393.88"
"5546","Customer 1666","74392.27"
"5547","Customer 573","74388.62"
"5548","Customer 675","74385.47"
"5549","Customer 1050","74382.92"
"5550","Customer 8247","74379.82"
"5551","Customer 9654","74364.36"
"5552","Customer 8133","74362.55"
"5553","Customer 508","74357.45"
"5554","Customer 6432","74355.95"
"5555","Customer 4973","74350.32"
"5556","Customer 2516","74344.78"
"5557","Customer 1186","74327.07"
"5558","Customer 4425","74309.94"
"5559","Customer 1696","74303.96"
"5560","Customer 4266","74303.85"
"5561","Customer 1784","74301.64"
"5562","Customer 3271","74294.02"
"5563","Customer 9132","74277.84"
"5564","Customer 89","74277.10"
"5565","Customer 2911","74276.19"
"5566","Customer 6818","74274.93"
"5567","Customer 1659","74266.11"
"5568","Customer 8887","74265.35"
"5569","Customer 2787","74260.15"
"5570","Customer 7075","74256.84"
"5571","Customer 7090","74249.22"
"5572","Customer 9911","74240.37"
"5573","Customer 775","74227.68"
"5574","Customer 4804","74216.76"
"5575","Customer 1026","74213.03"
"5576","Customer 7698","74191.59"
"5577","Customer 2549","74175.73"
"5578","Customer 5743","74163.35"
"5579","Customer 8080","74160.26"
"5580","Customer 1925","74159.60"
"5581","Customer 400","74156.98"
"5582","Customer 6651","74151.22"
"5583","Customer 6258","74145.94"
"5584","Customer 8663","74139.36"
"5585","Customer 3533","74139.00"
"5586","Customer 3677","74127.28"
"5587","Customer 4366","74125.46"
"5588","Customer 4396","74117.92"
"5589","Customer 9890","74098.77"
"5590","Customer 4338","74095.15"
"5591","Customer 7427","74090.91"
"5592","Customer 5729","74080.56"
"5593","Customer 1567","74064.27"
"5594","Customer 6676","74061.46"
"5595","Customer 4930","74061.06"
"5596","Customer 7455","74037.34"
"5597","Customer 7125","74002.46"
"5598","Customer 2876","73981.84"
"5599","Customer 5038","73977.60"
"5600","Customer 3573","73959.37"
"5601","Customer 4558","73957.46"
"5602","Customer 4938","73951.62"
"5603","Customer 4323","73941.67"
"5604","Customer 8301","73936.27"
"5605","Customer 7971","73936.11"
"5606","Customer 352","73933.29"
"5607","Customer 9205","73927.64"
"5608","Customer 8266","73911.37"
"5609","Customer 6655","73908.95"
"5610","Customer 4854","73889.08"
"5611","Customer 4127","73878.05"
"5612","Customer 365","73871.88"
"5613","Customer 4771","73869.81"
"5614","Customer 8843","73862.36"
"5615","Customer 623","73859.02"
"5616","Customer 1082","73855.55"
"5617","Customer 5185","73855.42"
"5618","Customer 3822","73819.66"
"5619","Customer 7726","73811.31"
"5620","Customer 8051","73807.59"
"5621","Customer 7581","73804.48"
"5622","Customer 6290","73768.02"
"5623","Customer 9907","73747.82"
"5624","Customer 329","73744.49"
"5625","Customer 4041","73720.79"
"5626","Customer 877","73712.79"
"5627","Customer 3400","73704.76"
"5628","Customer 3140","73700.13"
"5629","Customer 1551","73684.41"
"5630","Customer 3062","73683.10"
"5631","Customer 3767","73678.44"
"5632","Customer 7982","73670.31"
"5633","Customer 7253","73665.87"
"5634","Customer 185","73664.84"
"5635","Customer 3023","73663.72"
"5636","Customer 9962","73661.25"
"5637","Customer 2716","73658.80"
"5638","Customer 4368","73657.81"
"5639","Customer 4217","73653.88"
"5640","Customer 818","73634.98"
"5641","Customer 2874","73624.75"
"5642","Customer 4925","73620.16"
"5643","Customer 6183","73614.64"
"5644","Customer 3727","73610.31"
"5645","Customer 9212","73601.17"
"5646","Customer 7974","73590.68"
"5647","Customer 7913","73589.94"
"5648","Customer 3604","73584.41"
"5649","Customer 8891","73582.98"
"5650","Customer 3889","73567.56"
"5651","Customer 722","73565.65"
"5652","Customer 8948","73545.54"
"5653","Customer 4354","73537.38"
"5654","Customer 261","73535.20"
"5655","Customer 4290","73528.04"
"5656","Customer 1269","73522.93"
"5657","Customer 3525","73521.05"
"5658","Customer 1689","73512.28"
"5659","Customer 8399","73509.88"
"5660","Customer 5584","73508.70"
"5661","Customer 2335","73504.78"
"5662","Customer 2219","73486.99"
"5663","Customer 4911","73461.30"
"5664","Customer 1332","73457.71"
"5665","Customer 2510","73455.86"
"5666","Customer 5711","73453.25"
"5667","Customer 3164","73445.25"
"5668","Customer 3696","73440.06"
"5669","Customer 5710","73429.61"
"5670","Customer 6733","73419.93"
"5671","Customer 5870","73415.03"
"5672","Customer 1129","73409.56"
"5673","Customer 736","73404.43"
"5674","Customer 1543","73373.73"
"5675","Customer 3651","73372.53"
"5676","Customer 820","73372.33"
"5677","Customer 1828","73363.66"
"5678","Customer 1593","73349.04"
"5679","Customer 9526","73344.59"
"5680","Customer 4939","73327.80"
"5681","Customer 5011","73325.01"
"5682","Customer 3793","73324.04"
"5683","Customer 8380","73322.97"
"5684","Customer 6833","73315.47"
"5685","Customer 2036","73313.82"
"5686","Customer 6444","73301.22"
"5687","Customer 742","73301.12"
"5688","Customer 6875","73295.56"
"5689","Customer 8295","73292.45"
"5690","Customer 9826","73288.61"
"5691","Customer 9432","73287.55"
"5692","Customer 5087","73275.53"
"5693","Customer 6269","73265.50"
"5694","Customer 2031","73258.68"
"5695","Customer 502","73249.34"
"5696","Customer 7493","73236.76"
"5697","Customer 3720","73236.24"
"5698","Customer 805","73228.43"
"5699","Customer 175","73207.72"
"5700","Customer 3128","73206.36"
"5701","Customer 5651","73199.43"
"5702","Customer 7247","73194.32"
"5703","Customer 1934","73188.56"
"5704","Customer 8304","73175.08"
"5705","Customer 5841","73160.78"
"5706","Customer 345","73154.31"
"5707","Customer 7712","73148.39"
"5708","Customer 2331","73141.78"
"5709","Customer 7739","73132.46"
"5710","Customer 302","73118.95"
"5711","Customer 7275","73108.40"
"5712","Customer 664","73107.82"
"5713","Customer 2771","73101.17"
"5714","Customer 6407","73092.78"
"5715","Customer 1568","73087.99"
"5716","Customer 9451","73067.44"
"5717","Customer 8611","73065.66"
"5718","Customer 3718","73065.10"
"5719","Customer 3715","73059.78"
"5720","Customer 9565","73057.51"
"5721","Customer 686","73049.30"
"5722","Customer 5386","73020.94"
"5723","Customer 133","73017.28"
"5724","Customer 3251","73010.42"
"5725","Customer 2258","73000.49"
"5726","Customer 1507","72996.00"
"5727","Customer 6082","72982.24"
"5728","Customer 5797","72977.40"
"5729","Customer 2208","72975.07"
"5730","Customer 8630","72969.34"
"5731","Customer 9295","72962.67"
"5732","Customer 5880","72951.58"
"5733","Customer 3246","72948.91"
"5734","Customer 5502","72948.48"
"5735","Customer 4291","72944.52"
"5736","Customer 2660","72944.51"
"5737","Customer 5207","72935.37"
"5738","Customer 5190","72927.15"
"5739","Customer 8376","72920.91"
"5740","Customer 5395","72911.85"
"5741","Customer 6099","72910.28"
"5742","Customer 293","72909.42"
"5743","Customer 3442","72908.37"
"5744","Customer 3184","72899.54"
"5745","Customer 304","72896.41"
"5746","Customer 9732","72895.31"
"5747","Customer 199","72890.58"
"5748","Customer 4051","72889.89"
"5749","Customer 7481","72871.95"
"5750","Customer 1979","72861.57"
"5751","Customer 859","72856.87"
"5752","Customer 1090","72850.69"
"5753","Customer 5192","72835.47"
"5754","Customer 9775","72816.28"
"5755","Customer 7508","72814.28"
"5756","Customer 1498","72796.14"
"5757","Customer 5167","72794.18"
"5758","Customer 7744","72774.15"
"5759","Customer 3169","72768.67"
"5760","Customer 893","72755.96"
"5761","Customer 780","72746.60"
"5762","Customer 6326","72745.86"
"5763","Customer 1374","72730.44"
"5764","Customer 6002","72729.51"
"5765","Customer 9356","72726.20"
"5766","Customer 3484","72726.09"
"5767","Customer 1830","72721.59"
"5768","Customer 534","72720.56"
"5769","Customer 2312","72710.45"
"5770","Customer 6200","72708.65"
"5771","Customer 9931","72675.85"
"5772","Customer 3965","72669.69"
"5773","Customer 4882","72665.30"
"5774","Customer 1530","72658.69"
"5775","Customer 9924","72643.68"
"5776","Customer 9116","72643.04"
"5777","Customer 1681","72639.93"
"5778","Customer 2953","72638.69"
"5779","Customer 1205","72626.97"
"5780","Customer 7778","72616.70"
"5781","Customer 1424","72613.69"
"5782","Customer 2853","72601.34"
"5783","Customer 9246","72598.24"
"5784","Customer 1561","72578.54"
"5785","Customer 8612","72571.33"
"5786","Customer 9681","72570.72"
"5787","Customer 4304","72569.43"
"5788","Customer 3082","72565.94"
"5789","Customer 2854","72562.47"
"5790","Customer 8646","72551.76"
"5791","Customer 2659","72549.53"
"5792","Customer 3236","72537.67"
"5793","Customer 84","72536.63"
"5794","Customer 2068","72529.84"
"5795","Customer 1228","72513.50"
"5796","Customer 9504","72510.62"
"5797","Customer 3090","72500.21"
"5798","Customer 8650","72499.40"
"5799","Customer 8660","72496.44"
"5800","Customer 5105","72496.24"
"5801","Customer 7211","72489.76"
"5802","Customer 4339","72484.17"
"5803","Customer 2440","72474.01"
"5804","Customer 6311","72469.47"
"5805","Customer 3009","72467.17"
"5806","Customer 7161","72462.33"
"5807","Customer 9989","72457.31"
"5808","Customer 2601","72439.99"
"5809","Customer 9149","72431.25"
"5810","Customer 4989","72411.13"
"5811","Customer 4491","72411.09"
"5812","Customer 2254","72389.24"
"5813","Customer 7861","72388.08"
"5814","Customer 1540","72385.90"
"5815","Customer 9394","72372.21"
"5816","Customer 1980","72369.10"
"5817","Customer 7843","72355.66"
"5818","Customer 5603","72349.94"
"5819","Customer 8703","72338.72"
"5820","Customer 279","72321.84"
"5821","Customer 6530","72321.35"
"5822","Customer 3831","72316.34"
"5823","Customer 867","72314.55"
"5824","Customer 6208","72313.17"
"5825","Customer 6572","72287.51"
"5826","Customer 8420","72263.18"
"5827","Customer 7756","72231.36"
"5828","Customer 224","72215.70"
"5829","Customer 889","72193.18"
"5830","Customer 7091","72190.90"
"5831","Customer 874","72183.01"
"5832","Customer 6646","72174.50"
"5833","Customer 1825","72171.81"
"5834","Customer 4469","72169.41"
"5835","Customer 2605","72145.64"
"5836","Customer 6278","72144.19"
"5837","Customer 1512","72131.17"
"5838","Customer 4443","72119.60"
"5839","Customer 5117","72118.63"
"5840","Customer 9503","72118.03"
"5841","Customer 242","72110.03"
"5842","Customer 1402","72109.91"
"5843","Customer 5199","72108.70"
"5844","Customer 8392","72108.34"
"5845","Customer 7606","72101.45"
"5846","Customer 2288","72082.26"
"5847","Customer 2350","72067.19"
"5848","Customer 5023","72066.35"
"5849","Customer 9511","72032.86"
"5850","Customer 969","72029.81"
"5851","Customer 1971","72023.50"
"5852","Customer 6795","72003.96"
"5853","Customer 1683","72001.48"
"5854","Customer 8811","71985.59"
"5855","Customer 3769","71978.11"
"5856","Customer 7855","71974.80"
"5857","Customer 6376","71974.06"
"5858","Customer 3353","71969.96"
"5859","Customer 3799","71961.64"
"5860","Customer 3217","71953.19"
"5861","Customer 97","71936.36"
"5862","Customer 1462","71928.58"
"5863","Customer 9416","71922.71"
"5864","Customer 9059","71906.39"
"5865","Customer 9080","71904.70"
"5866","Customer 9730","71888.72"
"5867","Customer 9595","71854.14"
"5868","Customer 5391","71852.82"
"5869","Customer 7921","71846.07"
"5870","Customer 7955","71845.11"
"5871","Customer 1690","71842.94"
"5872","Customer 2053","71837.71"
"5873","Customer 466","71830.98"
"5874","Customer 2050","71829.07"
"5875","Customer 1740","71823.42"
"5876","Customer 4990","71809.41"
"5877","Customer 6947","71808.46"
"5878","Customer 1674","71792.97"
"5879","Customer 5133","71791.47"
"5880","Customer 2962","71790.63"
"5881","Customer 5672","71789.83"
"5882","Customer 3992","71774.89"
"5883","Customer 7168","71742.06"
"5884","Customer 7711","71738.22"
"5885","Customer 5597","71724.31"
"5886","Customer 2899","71722.01"
"5887","Customer 935","71716.35"
"5888","Customer 1517","71715.18"
"5889","Customer 2375","71713.65"
"5890","Customer 4905","71711.08"
"5891","Customer 3049","71709.17"
"5892","Customer 5961","71698.62"
"5893","Customer 416","71697.16"
"5894","Customer 6656","71689.38"
"5895","Customer 6328","71686.93"
"5896","Customer 9162","71686.86"
"5897","Customer 2133","71675.14"
"5898","Customer 1614","71674.13"
"5899","Customer 8259","71668.93"
"5900","Customer 4873","71668.75"
"5901","Customer 539","71658.85"
"5902","Customer 4974","71647.83"
"5903","Customer 2059","71646.23"
"5904","Customer 8485","71644.97"
"5905","Customer 4504","71644.88"
"5906","Customer 1437","71630.66"
"5907","Customer 5408","71615.29"
"5908","Customer 7381","71608.05"
"5909","Customer 5774","71594.58"
"5910","Customer 6920","71591.68"
"5911","Customer 1028","71571.46"
"5912","Customer 2834","71567.76"
"5913","Customer 5193","71556.66"
"5914","Customer 6977","71542.28"
"5915","Customer 4209","71532.13"
"5916","Customer 6499","71530.49"
"5917","Customer 9876","71525.92"
"5918","Customer 6129","71520.71"
"5919","Customer 6194","71518.51"
"5920","Customer 8085","71512.70"
"5921","Customer 5164","71498.99"
"5922","Customer 8993","71496.46"
"5923","Customer 3170","71490.44"
"5924","Customer 1154","71489.88"
"5925","Customer 9408","71478.32"
"5926","Customer 937","71471.79"
"5927","Customer 8576","71471.77"
"5928","Customer 2732","71465.78"
"5929","Customer 713","71464.94"
"5930","Customer 4153","71441.57"
"5931","Customer 1074","71440.30"
"5932","Customer 760","71438.66"
"5933","Customer 7820","71434.97"
"5934","Customer 1625","71433.55"
"5935","Customer 1463","71425.30"
"5936","Customer 5184","71423.63"
"5937","Customer 6808","71423.46"
"5938","Customer 8615","71408.72"
"5939","Customer 7096","71406.23"
"5940","Customer 7809","71401.69"
"5941","Customer 7102","71396.26"
"5942","Customer 5047","71395.95"
"5943","Customer 9634","71395.57"
"5944","Customer 5030","71375.68"
"5945","Customer 2819","71373.08"
"5946","Customer 3249","71373.07"
"5947","Customer 514","71351.16"
"5948","Customer 1000","71342.29"
"5949","Customer 4016","71330.34"
"5950","Customer 8317","71319.86"
"5951","Customer 7687","71308.80"
"5952","Customer 8020","71298.78"
"5953","Customer 9315","71283.31"
"5954","Customer 3892","71281.52"
"5955","Customer 476","71259.13"
"5956","Customer 9377","71255.77"
"5957","Customer 885","71231.63"
